Instance,Income
112519,22056.5036364300
112520,16782.3174115209
112521,162342.3114449290
112522,54763.0435626500
112523,20188.6045214660
112524,76437.5795204801
112525,7637.6520980505
112526,14358.3860391609
112527,47773.9211894899
112528,27999.6438904299
112529,31567.2988421800
112530,102353.4719103700
112531,104503.7582564300
112532,199562.8374906090
112533,111961.2005495600
112534,238520.8126421290
112535,56163.3345328100
112536,127013.4340742800
112537,33050.9807632178
112538,14511.8288794699
112539,171413.9371375790
112540,27030.4939174099
112541,86692.7992151901
112542,240835.4990325300
112543,86136.9485224402
112544,217283.5676679700
112545,39354.4823854200
112546,31138.2652671700
112547,109837.8153786790
112548,500361.7023515010
112549,83385.6069951199
112550,80943.5967560099
112551,9823.9411997769
112552,137211.5176581990
112553,48598.1081563601
112554,87147.3395318098
112555,24539.0990883300
112556,85453.6119076801
112557,43541.2337837299
112558,107129.4890684000
112559,35807.7341506498
112560,23109.5821701723
112561,184126.8022801900
112562,22222.3142653599
112563,141288.0586865100
112564,378705.9826633990
112565,130505.0585389690
112566,34867.2063973799
112567,49516.9444131198
112568,15773.9013214246
112569,103680.2555905490
112570,38681.3866207799
112571,142019.1872231600
112572,162231.7316838190
112573,25907.9071416099
112574,69641.1530808798
112575,75720.9572570000
112576,69272.4283413098
112577,480582.3788951000
112578,348451.4757453400
112579,104413.4915892500
112580,142429.0602734790
112581,38018.5485930499
112582,17454.1852877949
112583,11684.4653059718
112584,229046.7843409890
112585,21242.9299387649
112586,25691.7775181399
112587,131752.6777779590
112588,64543.8397364899
112589,221446.5512763490
112590,8759.6506283405
112591,142473.1044106790
112592,29331.6663528799
112593,20333.5861825200
112594,32474.9662351200
112595,26808.9988225360
112596,71113.8588647500
112597,47850.8130480601
112598,40863.0924323709
112599,6529.4430814790
112600,24868.6324749200
112601,111687.9205785800
112602,22836.7178431063
112603,71947.9305873199
112604,192710.0886597490
112605,21003.0526707720
112606,50722.8749245399
112607,37094.4143107898
112608,85150.9977143586
112609,155961.8949520600
112610,60189.0779802398
112611,188055.5004664600
112612,173282.8600739990
112613,84913.5238576001
112614,191442.0100399500
112615,62382.3685300697
112616,84739.2575742200
112617,78832.4057225538
112618,375571.4679790980
112619,41327.3688844299
112620,29090.3869461669
112621,27174.4833509899
112622,96436.0170904953
112623,74370.9674983201
112624,42413.6903516700
112625,53293.5082175099
112626,118729.4863573490
112627,33134.3182586201
112628,59860.1294831300
112629,53666.3732186397
112630,51228.4072542900
112631,61529.6337858928
112632,176734.4374054900
112633,139669.3198733590
112634,34738.4599698000
112635,54927.2452161201
112636,82233.8167394700
112637,188659.3870985600
112638,19469.9766367549
112639,58289.2677758599
112640,32454.0653801300
112641,28713.3859103300
112642,218745.8396209200
112643,38243.6768810660
112644,100286.1742563900
112645,62475.7477669097
112646,9597.5581328613
112647,29924.1921387399
112648,56921.0888233599
112649,27834.0993632899
112650,11149.5757972139
112651,43987.0050757200
112652,17107.0584541800
112653,38927.9188616500
112654,37548.9909035900
112655,31775.8171939398
112656,18568.2938752300
112657,273435.8989836400
112658,581943.7149020990
112659,118869.8858219300
112660,52598.6597957759
112661,184209.6297008300
112662,104512.5574255800
112663,88208.5600473600
112664,215651.9286825700
112665,499115.8943295010
112666,117567.5703901590
112667,24572.1103088820
112668,46836.3948307901
112669,108844.6190394200
112670,8407.6087496290
112671,236619.6297651190
112672,106742.7759192290
112673,61240.0630736199
112674,23018.4555116799
112675,38501.7892536200
112676,39359.9831813501
112677,44789.9125727272
112678,13376.4978924092
112679,105912.7931316490
112680,110476.2275029090
112681,22664.3836192599
112682,100797.5883390800
112683,9318.6835063034
112684,262084.4774688300
112685,38717.4771594601
112686,31014.6136777198
112687,27658.2257349970
112688,24801.9856291649
112689,120133.5500459400
112690,30447.0487889450
112691,56813.5018718901
112692,32498.3222040801
112693,119728.2747072000
112694,36890.4991484899
112695,149092.7946907990
112696,179181.1172775390
112697,103442.9743507200
112698,76659.3006401700
112699,230755.1252696000
112700,202836.4208194690
112701,372805.1169433000
112702,132512.1413188900
112703,33557.8422002300
112704,38751.5007116799
112705,246318.8124443910
112706,68862.4024575598
112707,38837.3798723299
112708,140002.7031328390
112709,146259.7206474290
112710,64155.2544098500
112711,76204.9104879202
112712,9475.0409270629
112713,48553.2685476998
112714,119113.8248240000
112715,118825.4061228390
112716,33748.1858808100
112717,16048.7321230199
112718,68700.1921035099
112719,34932.0920964299
112720,26097.3102448899
112721,35658.9303547898
112722,42828.9282959200
112723,27948.3951709100
112724,41830.4403262400
112725,59370.6599810298
112726,6007.1171347477
112727,72116.9669183798
112728,162068.7011982500
112729,53844.1760651000
112730,27883.0930813199
112731,52585.0147293599
112732,18034.7542552000
112733,65645.5593727202
112734,182894.1079295600
112735,15384.5071616799
112736,65481.5333260197
112737,57627.6989952500
112738,369180.6111625000
112739,29433.8752643540
112740,65099.6268131398
112741,11517.8963294816
112742,13599.0623566027
112743,34620.7522285499
112744,105977.9363382200
112745,175748.0676802300
112746,41814.7460450899
112747,92732.5842650497
112748,357514.7224274090
112749,54889.3303777598
112750,5623.3844991749
112751,415609.0711328000
112752,42813.7104362701
112753,20707.3867186960
112754,99725.9826387699
112755,40645.3155332500
112756,57704.5349578299
112757,85287.5607830499
112758,19168.3801083989
112759,6039.4532135596
112760,43297.8496650200
112761,86787.6041797200
112762,312835.9412313990
112763,26837.6506641700
112764,130365.6399577390
112765,26549.9373070270
112766,71765.1978262002
112767,833584.0881778020
112768,14614.0030880979
112769,84178.3277151798
112770,40655.6559546900
112771,62992.8593509801
112772,16652.7523029500
112773,104819.8187732190
112774,20055.5463657500
112775,64844.1280009802
112776,32748.6992500799
112777,25728.6186055500
112778,636768.1786870990
112779,179848.3042372900
112780,164154.0483822700
112781,92307.8102848001
112782,33518.8234883600
112783,42879.0799568400
112784,38078.8977230000
112785,19237.6049245059
112786,74768.5761442501
112787,40398.7506952753
112788,29917.7784193688
112789,78955.6744947697
112790,158426.0502949090
112791,135968.8872491000
112792,7946.1003037623
112793,65057.9341784139
112794,599859.8276372010
112795,29916.3167905500
112796,39743.5594926399
112797,56718.8438749399
112798,86429.2525745598
112799,112527.6200146430
112800,38677.0310067699
112801,12482.1973034501
112802,170761.7859691890
112803,485828.0730083010
112804,21209.5007579390
112805,82716.7833788099
112806,22744.1150981499
112807,22023.7943912999
112808,269861.7636423000
112809,39037.9855083399
112810,166800.0735088800
112811,166298.7674948900
112812,78014.3138469599
112813,182044.3921087800
112814,54215.3933133700
112815,47731.3522813399
112816,34526.9433129500
112817,64666.7605841100
112818,59266.4532281001
112819,69582.1183989699
112820,311555.8437019000
112821,26136.8839327100
112822,35035.8250479598
112823,41458.8963221500
112824,40444.6290272799
112825,52257.1719942660
112826,65725.0081929399
112827,81700.6195530976
112828,80853.6678492898
112829,23555.2357645599
112830,72491.9773554897
112831,85554.7613355000
112832,60711.2337110999
112833,126728.5157864790
112834,46974.5995643700
112835,127679.6373990400
112836,32820.6405472099
112837,142875.3703035600
112838,408545.0796669970
112839,55161.8238684000
112840,134292.7502500790
112841,58924.1827151199
112842,188522.1319659200
112843,58855.9643999499
112844,24222.0707608109
112845,54646.5127509499
112846,262099.4812379990
112847,59435.6558362698
112848,197610.8505330700
112849,125023.3169848100
112850,169694.4722944690
112851,183008.1872612700
112852,22689.2921273499
112853,277351.3466607000
112854,45399.2333714700
112855,330823.7536322010
112856,53577.3017447800
112857,17714.7610511218
112858,39012.2211848098
112859,141244.8542913990
112860,43359.7336991690
112861,208113.7817723290
112862,13646.1477548031
112863,80239.7879974498
112864,162515.7247337800
112865,6456.3191406226
112866,238604.7897967000
112867,11209.0106886689
112868,24048.0597399438
112869,92154.2324800399
112870,76822.7533982100
112871,145884.8015180690
112872,29218.5074656399
112873,160722.0052446000
112874,93639.0941940927
112875,76369.3529468399
112876,213185.0888617190
112877,51662.1277546002
112878,375523.1891531000
112879,310487.0877613990
112880,53333.3003213898
112881,40660.1792426098
112882,542232.7611699000
112883,33213.2723457798
112884,23872.1103761400
112885,47430.8178071200
112886,152990.8712257600
112887,23045.1362000400
112888,103314.4828257000
112889,93968.8904257200
112890,175470.4073060690
112891,123667.6340539200
112892,59569.3138947801
112893,37318.2026784200
112894,285601.3270889990
112895,19468.3729846399
112896,2139.6541566213
112897,53725.2553498402
112898,161733.2825102900
112899,25706.5505642099
112900,53501.9145966000
112901,64859.9815511102
112902,28460.0071052978
112903,173369.4752589200
112904,221714.2560655190
112905,47969.1888877600
112906,47976.0863254200
112907,6307.7979058156
112908,4138.2980019344
112909,459629.8371891980
112910,117781.6259698790
112911,57731.3055457099
112912,20302.0755221880
112913,80385.4670199901
112914,13927.4139381899
112915,197064.6354402690
112916,265944.0254279990
112917,86395.3420031401
112918,87997.2387982199
112919,46441.6016623500
112920,33268.4452564899
112921,21608.5011041980
112922,148888.6379470400
112923,91711.9970030401
112924,68176.4952252898
112925,205628.9263563300
112926,8040.6186869063
112927,10667.2997143400
112928,31750.6996514900
112929,80241.1888016001
112930,568878.5842075200
112931,68430.5084490200
112932,175551.5383933690
112933,15745.6671917329
112934,84531.9302973797
112935,63773.8811474100
112936,140568.6750200490
112937,452584.2049002990
112938,58171.1868406501
112939,19604.3812753399
112940,42814.5357577400
112941,477265.3277782010
112942,25182.3633240799
112943,292423.4030472000
112944,43568.6394538251
112945,143825.0199311390
112946,50183.8274623600
112947,31865.2076028000
112948,43451.5728361700
112949,45695.9188054100
112950,155013.9723845090
112951,50813.7670267601
112952,21781.5847011900
112953,37726.0001298999
112954,67300.2515405098
112955,22024.0608668099
112956,25660.5591128399
112957,9619.6770774515
112958,669544.0087941000
112959,83462.8886488000
112960,48198.6019073579
112961,353301.9239809900
112962,74907.0223482501
112963,110753.5942715400
112964,36959.1503580100
112965,38984.7403612400
112966,537217.0337096990
112967,36286.2391221899
112968,18450.0635493499
112969,82137.3486487750
112970,17676.9697214649
112971,62375.7416348000
112972,196607.0884332090
112973,49842.2416496999
112974,71496.1134923198
112975,44153.1331473099
112976,30344.5332441900
112977,15574.8951216579
112978,93219.5045154297
112979,267917.6455145680
112980,674073.1893184990
112981,65052.2787938198
112982,39713.8784430497
112983,109930.1833824790
112984,25642.7006669500
112985,14152.7030660146
112986,29663.1881064099
112987,34517.0595916500
112988,29388.6975364099
112989,66205.8381742300
112990,73370.6671849780
112991,29835.1172818200
112992,10961.8569488138
112993,83109.3642572200
112994,7614.6056925828
112995,166651.6854626990
112996,26149.7822918399
112997,308234.5536168990
112998,45194.0447362699
112999,52441.9003962900
113000,20403.8945277200
113001,23158.8254012119
113002,20272.0511979450
113003,76992.6127135697
113004,95158.8195169800
113005,16744.0981866969
113006,45185.0767389100
113007,26078.8306520799
113008,18056.1277027989
113009,26378.2854930599
113010,31909.9369979799
113011,32471.2026912099
113012,20004.2428273169
113013,80631.7588993998
113014,79142.4839795000
113015,158710.7222771900
113016,364172.8382464000
113017,96496.3434462900
113018,45234.2134679401
113019,133272.7354918000
113020,46325.6044399399
113021,38454.6077266799
113022,52118.0036741200
113023,36813.9112097360
113024,66673.7640096396
113025,13118.3846573275
113026,9828.7703153420
113027,40102.6022323200
113028,28022.8626087200
113029,171181.9832265200
113030,114407.0784407030
113031,54022.3152798400
113032,10694.8167047179
113033,113240.7605135100
113034,33920.2012150998
113035,33452.9460215600
113036,173649.8918131400
113037,77170.0371520500
113038,73949.3846478803
113039,69390.5353305199
113040,35433.8715224599
113041,16935.4618607760
113042,221783.9071404700
113043,27707.3345479300
113044,348732.7717173000
113045,900333.2575039970
113046,46722.2033663700
113047,17884.6562668918
113048,26675.0138140900
113049,132947.3868612990
113050,121780.8714546290
113051,116251.3653339290
113052,7959.6895731845
113053,78696.0381763301
113054,42769.3259654700
113055,41305.5215240358
113056,73241.1094379500
113057,22136.8067854100
113058,20931.4392744100
113059,58524.8475084898
113060,57661.9054186999
113061,48265.3398640201
113062,59551.8467078800
113063,185749.1100569500
113064,88536.3282905603
113065,66167.3438436979
113066,12698.9571708946
113067,74506.1764688898
113068,80952.6399631101
113069,13817.1059744579
113070,95726.9542799701
113071,173684.0114938790
113072,33489.8840993599
113073,264526.1365311980
113074,182442.0463151090
113075,32123.5287669999
113076,103258.5892240600
113077,45371.4298705299
113078,48211.1669059901
113079,54132.1882326929
113080,61566.4014143001
113081,161820.4571375890
113082,29132.8826980400
113083,60772.6983978499
113084,64410.4117536959
113085,22761.9020514630
113086,218665.6295696580
113087,704700.5885674010
113088,39521.8554564998
113089,205112.8342941700
113090,15669.6703724816
113091,52014.5815743899
113092,79777.8123488001
113093,47434.8730314798
113094,137207.0215228700
113095,135305.6349253200
113096,30556.0740866647
113097,33241.8192144600
113098,225480.1148612700
113099,9137.0107649075
113100,40788.8507621999
113101,322455.3576147390
113102,258271.0389532180
113103,46513.9241962400
113104,24795.1548778911
113105,13091.5393730588
113106,147441.1241634590
113107,112026.8009471100
113108,137024.5050806990
113109,22996.4557852700
113110,66222.1898675599
113111,116676.6657746390
113112,81379.2646908895
113113,131981.6696731600
113114,31404.5124065098
113115,49782.9082905600
113116,77581.6979917598
113117,205307.1441792390
113118,5950.6291400978
113119,183288.2089727400
113120,74258.5565850400
113121,47969.1359490000
113122,126492.4162663690
113123,386331.5196177000
113124,21587.6797684789
113125,153323.3563204800
113126,108997.8773878900
113127,76005.9870707900
113128,18285.5624899862
113129,173161.9062959600
113130,115343.9345724500
113131,49286.7733300601
113132,104640.8282252390
113133,70936.1655058200
113134,365958.3029676200
113135,94074.1051188500
113136,116990.7474775590
113137,24021.9304062510
113138,77426.4512868499
113139,101555.9595277900
113140,154038.9852907000
113141,76369.6778058799
113142,17921.0721609460
113143,54234.3740509599
113144,205910.9845394890
113145,86196.6580368501
113146,57640.3265791400
113147,26835.6084282300
113148,197888.7748276890
113149,52307.1565828300
113150,32093.5552562600
113151,33402.9227597201
113152,41997.3705231259
113153,181670.7641774600
113154,101286.2952486890
113155,47906.9399277400
113156,783907.9164962000
113157,179550.2487103400
113158,39102.4618417399
113159,209283.8965461200
113160,19393.8496568410
113161,148684.7567822000
113162,69958.8335085499
113163,25636.2390037200
113164,49065.2337347800
113165,289123.6729983990
113166,23309.8509556899
113167,148416.5267708600
113168,40006.3116555300
113169,51257.3264142599
113170,191128.2165071690
113171,60509.5588110802
113172,142085.6100797100
113173,21833.4872865354
113174,108928.8356569590
113175,50272.2865257799
113176,84100.7046065398
113177,107558.0864772400
113178,30680.9036769600
113179,11462.6621449380
113180,22785.1192205259
113181,45468.3445443799
113182,24498.3801621099
113183,24976.5448340199
113184,46309.1057171099
113185,88650.8908116698
113186,145868.2319008400
113187,182969.9662479190
113188,35974.6623759829
113189,155530.6674584400
113190,26716.9908660700
113191,14009.4357487548
113192,27816.3145060600
113193,105147.9093831100
113194,45905.7582287199
113195,210393.1912433780
113196,33457.6180056801
113197,782538.7001457000
113198,77246.2075740599
113199,46171.9131828298
113200,30015.3388947700
113201,36552.0392417900
113202,16710.2204892740
113203,22902.2784944300
113204,120072.4829125000
113205,598540.5584912020
113206,88491.7609964400
113207,25673.4996219901
113208,240244.1708931400
113209,129429.3105299000
113210,109496.6590181500
113211,27731.7307285348
113212,91046.7517416000
113213,63691.7151389697
113214,41788.0646362500
113215,78261.9284258300
113216,68093.4767660398
113217,16422.5847802280
113218,48244.7770369501
113219,10441.1535021327
113220,160882.0386936490
113221,11643.5724002325
113222,15730.0894248372
113223,132632.8145197900
113224,32525.7033631799
113225,79160.8814170499
113226,36488.1725394160
113227,44924.3134256199
113228,37335.3550090998
113229,6987.7205019266
113230,35155.0577011499
113231,30087.6782620900
113232,258759.1296021990
113233,59908.3561665300
113234,38427.7262806500
113235,195619.4011670990
113236,60301.2128766901
113237,196947.6019239200
113238,77365.2162620900
113239,27261.7235926501
113240,84892.5178347401
113241,98480.5179721599
113242,112830.6718112600
113243,75444.1172749199
113244,35536.3829191001
113245,101378.5670735200
113246,67139.4013712601
113247,59820.5339219497
113248,72721.7822894395
113249,90976.0297794701
113250,338252.0646141490
113251,70164.9790029001
113252,41386.5358838898
113253,12959.7114608829
113254,62860.6690616398
113255,200437.1214688590
113256,28632.1639453299
113257,133101.7073696090
113258,34056.9356616899
113259,24352.8450507300
113260,119424.7773969690
113261,19139.0265558539
113262,119934.5578748400
113263,545574.5987265020
113264,5933.9642233619
